,tin,mahalla,mahalla_code,viloyat,tuman,sektor,coato,region_id,district_id
0,202935253,MADENIYAT,324,Qoraqalpog‘iston Respublikasi,Shumanay tumani,4,1735243,13,173
1,202673485,YANGIOBOD,3629,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
2,202675997,PORLOQ,3625,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
3,202678114,BAXT,3614,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
4,202704556,GULISTON,3615,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
5,202673343,YORTEPA,3616,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
6,202681849,KICHIK QOʻRGʻONCHA,3618,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
7,202676085,KUJRON,3619,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
8,202675980,KUYMOZOR,3620,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
9,202676046,OLCHIN,3642,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
10,202673422,SAROY,3643,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
11,202675941,BOGʻISHAMOL,3631,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
12,202675934,DUKAT,3634,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
13,202675894,SHOVON,3650,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
14,202675926,OʻRTAQISHLOQ,3648,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
15,202673328,OʻZBEKISTON,3647,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
16,202675919,TEMIRQISHLOQ,3645,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
17,202676039,MAJNUNTOL,3640,Namangan viloyati,To‘raqo‘rg‘on tumani,4,1714224,5,64
18,205167305,ILGALDI,8435,Xorazm viloyati,Qo‘shko‘pir tumani,4,1733212,12,150
19,206985925,IJTIMOIYAT,8646,Xorazm viloyati,Shovot tumani,1,1733230,12,156
20,204793913,SHIRIN,2558,Qashqadaryo viloyati,Mirishkor tumani,3,1710233,3,43
21,202673224,BAHORISTON,2549,Qashqadaryo viloyati,Mirishkor tumani,3,1710233,3,43
22,207001390,GULOBOD,2550,Qashqadaryo viloyati,Mirishkor tumani,3,1710233,3,43
23,206164166,TINCHLIK,2553,Qashqadaryo viloyati,Mirishkor tumani,3,1710233,3,43
24,205598354,ISTIQLOL,2564,Qashqadaryo viloyati,Mirishkor tumani,4,1710233,3,43
25,200701775,GULISTON,2563,Qashqadaryo viloyati,Mirishkor tumani,4,1710233,3,43
26,203103630,SHODLIK,2567,Qashqadaryo viloyati,Mirishkor tumani,4,1710233,3,43
27,207187270,YAHGI XAYOT,2839,Qashqadaryo viloyati,Yakkabog‘ tumani,1,1710250,3,50
28,200710804,CHAYDARI,2837,Qashqadaryo viloyati,Yakkabog‘ tumani,1,1710250,3,50
29,206850484,PAXTAKOR,2833,Qashqadaryo viloyati,Yakkabog‘ tumani,1,1710250,3,50
30,202668284,OBOD,2832,Qashqadaryo viloyati,Yakkabog‘ tumani,1,1710250,3,50
31,202668300,JIYDA,2829,Qashqadaryo viloyati,Yakkabog‘ tumani,1,1710250,3,50
32,203038839,SOVUQBULOQ,2850,Qashqadaryo viloyati,Yakkabog‘ tumani,2,1710250,3,50
33,305062078,FAROVONLIK,2852,Qashqadaryo viloyati,Yakkabog‘ tumani,2,1710250,3,50
34,203039970,XOʻJAILGʻOR,2853,Qashqadaryo viloyati,Yakkabog‘ tumani,2,1710250,3,50
35,203023651,CHIMQOʻRGʻON,2847,Qashqadaryo viloyati,Yakkabog‘ tumani,2,1710250,3,50
36,207180771,ISTIQLOL,2846,Qashqadaryo viloyati,Yakkabog‘ tumani,2,1710250,3,50
37,202668221,JAMBUL,2844,Qashqadaryo viloyati,Yakkabog‘ tumani,2,1710250,3,50
38,202922776,SAXOVAT,5932,Sirdaryo viloyati,Oqoltin tumani,1,1724206,8,98
39,304965624,XOʻJA,6294,Toshkent viloyati,Bo‘stonliq tumani,1,1727224,10,121
40,304965268,BOYTERAK,6293,Toshkent viloyati,Bo‘stonliq tumani,1,1727224,10,121
41,303199708,QORABOY,6292,Toshkent viloyati,Bo‘stonliq tumani,1,1727224,10,121
42,303365778,GULOBOD,6290,Toshkent viloyati,Bo‘stonliq tumani,1,1727224,10,121
43,202941999,DAXANA,6298,Toshkent viloyati,Bo‘stonliq tumani,1,1727224,10,121
44,303485139,S.RAXIMOV,6307,Toshkent viloyati,Bo‘stonliq tumani,2,1727224,10,121
45,303209391,XOʻJAKENT,6308,Toshkent viloyati,Bo‘stonliq tumani,2,1727224,10,121
46,303210528,XUMSON,6311,Toshkent viloyati,Bo‘stonliq tumani,2,1727224,10,121
47,202997969,BOʻSTON,6313,Toshkent viloyati,Bo‘stonliq tumani,2,1727224,10,121
48,303267733,KICHIKSOY,6302,Toshkent viloyati,Bo‘stonliq tumani,2,1727224,10,121
49,303209660,TOVOQSOY,6318,Toshkent viloyati,Bo‘stonliq tumani,3,1727224,10,121
50,303187793,TOLEBI,6320,Toshkent viloyati,Bo‘stonliq tumani,3,1727224,10,121
51,303187801,BUNYODKOR,6321,Toshkent viloyati,Bo‘stonliq tumani,3,1727224,10,121
52,207187381,MAST,8428,Xorazm viloyati,Qo‘shko‘pir tumani,3,1733212,12,150
53,207181328,AYRONKOʻL,8427,Xorazm viloyati,Qo‘shko‘pir tumani,3,1733212,12,150
54,207187739,YOVGʻUR,8426,Xorazm viloyati,Qo‘shko‘pir tumani,3,1733212,12,150
55,207108351,MADANIYAT,8423,Xorazm viloyati,Qo‘shko‘pir tumani,3,1733212,12,150
56,204785273,YANGILIK,8420,Xorazm viloyati,Qo‘shko‘pir tumani,3,1733212,12,150
57,207240712,AMIRQUM,8431,Xorazm viloyati,Qo‘shko‘pir tumani,4,1733212,12,150
58,207250344,BEKOBOD,8443,Xorazm viloyati,Qo‘shko‘pir tumani,4,1733212,12,150
59,207189158,DOʻSTLIK,8442,Xorazm viloyati,Qo‘shko‘pir tumani,4,1733212,12,150
60,206818474,BOGʻZOR,8440,Xorazm viloyati,Qo‘shko‘pir tumani,4,1733212,12,150
61,207187058,YOSHLIK,8439,Xorazm viloyati,Qo‘shko‘pir tumani,4,1733212,12,150
62,205319842,BOʻRLOQ,8432,Xorazm viloyati,Qo‘shko‘pir tumani,4,1733212,12,150
63,303910179,CHORSHANBA,2724,Qashqadaryo viloyati,Chiroqchi tumani,2,1710242,3,48
64,302778074,MAʻNAVIYAT,5962,Sirdaryo viloyati,Boyovut tumani,2,1724212,8,99
65,202890264,IJODKOR,5961,Sirdaryo viloyati,Boyovut tumani,2,1724212,8,99
66,202832532,OʻRTA CHARXIN,4569,Samarqand viloyati,Pastdarg‘om tumani,2,1718227,6,78
67,202832793,CHORTUT,4572,Samarqand viloyati,Pastdarg‘om tumani,2,1718227,6,78
68,202832524,SHOMBULOQ,4573,Samarqand viloyati,Pastdarg‘om tumani,2,1718227,6,78
69,203122172,BESHBOLA,4549,Samarqand viloyati,Pastdarg‘om tumani,2,1718227,6,78
70,202832595,GULAKANDOZ,4550,Samarqand viloyati,Pastdarg‘om tumani,2,1718227,6,78
71,204882572,YANGI AVLOD,4600,Samarqand viloyati,Pastdarg‘om tumani,3,1718227,6,78
72,202832643,OLMAZOR,4590,Samarqand viloyati,Pastdarg‘om tumani,3,1718227,6,78
73,206007652,BOBUR,4576,Samarqand viloyati,Pastdarg‘om tumani,3,1718227,6,78
74,202832453,GALATUT,4577,Samarqand viloyati,Pastdarg‘om tumani,3,1718227,6,78
75,202832421,GUMBAZ,4579,Samarqand viloyati,Pastdarg‘om tumani,3,1718227,6,78
76,202832667,OQ MANGʻIT,4589,Samarqand viloyati,Pastdarg‘om tumani,3,1718227,6,78
77,203091309,QOʻSHRABOT,4377,Samarqand viloyati,Qo‘shrabot tumani,3,1718216,6,75
78,203091119,QOʻRALOS,10657,Samarqand viloyati,Qo‘shrabot tumani,4,1718216,6,75
79,203411328,BOYPOʻRISHLI,10651,Samarqand viloyati,Qo‘shrabot tumani,4,1718216,6,75
80,203313464,BOSHCHOʻROSH,4457,Samarqand viloyati,Payariq tumani,1,1718224,6,77
81,202956171,OQTOSH,4465,Samarqand viloyati,Payariq tumani,1,1718224,6,77
82,203564350,CHUVALANCHI,7411,Farg‘ona viloyati,Bog‘dod tumani,3,1730209,11,135
83,203564335,QAXAT,7413,Farg‘ona viloyati,Bog‘dod tumani,3,1730209,11,135
84,200158944,ZAFAROBOD,7435,Farg‘ona viloyati,Bog‘dod tumani,4,1730209,11,135
85,203564367,OʻZBEKISTON,7425,Farg‘ona viloyati,Bog‘dod tumani,4,1730209,11,135
86,202872024,CHINIGARON,7681,Farg‘ona viloyati,Rishton tumani,1,1730224,11,140
87,202706656,NISBAT,10307,Samarqand viloyati,Kattaqo‘rg‘on tumani,4,1718215,6,74
88,202702986,SEBUSTON,4351,Samarqand viloyati,Kattaqo‘rg‘on tumani,4,1718215,6,74
89,202724040,GʻARB MACHIT,5163,Samarqand viloyati,Kattaqo‘rg‘on shahar,1,1718406,6,175
90,202724033,CHORDARA,5172,Samarqand viloyati,Kattaqo‘rg‘on shahar,1,1718406,6,175
91,305256943,BARKAMOL AVLOD,2582,Qashqadaryo viloyati,Muborak tumani,2,1710234,3,44
92,202773599,TINCHLIK,7083,Toshkent viloyati,Olmaliq shahar,4,1727404,10,176
93,202773622,OLMALIQOVUL,7085,Toshkent viloyati,Olmaliq shahar,4,1727404,10,176
94,202773804,KAMALAK,7089,Toshkent viloyati,Olmaliq shahar,4,1727404,10,176
95,202912488,SAYHUN,7148,Toshkent viloyati,Bekobod shahar,1,1727413,10,177
96,202903094,BIRDAMLIK,7153,Toshkent viloyati,Bekobod shahar,2,1727413,10,177
97,202915293,SIRDARYO,7159,Toshkent viloyati,Bekobod shahar,2,1727413,10,177
98,207191917,NUROBOD,6685,Toshkent viloyati,Parkent tumani,3,1727249,10,127
99,205599456,MARKAZIY,6700,Toshkent viloyati,Parkent tumani,4,1727249,10,127
100,207142858,GULISTON,6701,Toshkent viloyati,Parkent tumani,4,1727249,10,127
101,207146718,CHIMQOʻRGʻON,6720,Toshkent viloyati,Pskent tumani,1,1727250,10,128
102,202926826,MOʻMINOBOD,10464,Toshkent viloyati,Pskent tumani,2,1727250,10,128
103,202934974,NAVOIY,6726,Toshkent viloyati,Pskent tumani,3,1727250,10,128
104,207147684,ZOMINOVUL ,6731,Toshkent viloyati,Pskent tumani,3,1727250,10,128
105,203841884,KOʻRPASOY,2028,Jizzax viloyati,Sharof Rashidov tumani,4,1708212,2,28
106,202863351,Gʻ.GʻULOM,2049,Jizzax viloyati,Zomin tumani,1,1708218,2,30
107,202863336,XALQOBOD,2055,Jizzax viloyati,Zomin tumani,1,1708218,2,30
108,202873047,BESHKUBI,2057,Jizzax viloyati,Zomin tumani,2,1708218,2,30
109,202770018,BESHKAPA,3391,Namangan viloyati,Namangan tumani,1,1714212,5,61
110,202770215,URGANJI,3403,Namangan viloyati,Namangan tumani,1,1714212,5,61
111,202770151,QIRGʻIZQOʻRGʻON,3396,Namangan viloyati,Namangan tumani,1,1714212,5,61
112,202770380,QORAKOʻL,3397,Namangan viloyati,Namangan tumani,1,1714212,5,61
113,202770247,XONOBOD,3418,Namangan viloyati,Namangan tumani,2,1714212,5,61
114,202770365,YANGIYOʻL,3419,Namangan viloyati,Namangan tumani,2,1714212,5,61
115,202770072,NAʻMUNA,3413,Namangan viloyati,Namangan tumani,2,1714212,5,61
116,202770064,QOʻSHCHINOR,3410,Namangan viloyati,Namangan tumani,2,1714212,5,61
117,202770397,QORATEPA,3408,Namangan viloyati,Namangan tumani,2,1714212,5,61
118,202770509,YASHNAOBOD,3407,Namangan viloyati,Namangan tumani,2,1714212,5,61
119,202770484,GʻAYRAT,3420,Namangan viloyati,Namangan tumani,3,1714212,5,61
120,202770334,ESHOBOD,3430,Namangan viloyati,Namangan tumani,3,1714212,5,61
121,202770286,SHERBULOQ,3427,Namangan viloyati,Yangi Namangan tumani,4,1714367,5,178
122,202770279,SHAMSIKOʻL,3426,Namangan viloyati,Namangan tumani,3,1714212,5,61
123,202770491,QURAMA,3424,Namangan viloyati,Namangan tumani,3,1714212,5,61
124,202770476,QUMQOʻRGʻON,3423,Namangan viloyati,Namangan tumani,3,1714212,5,61
125,202770136,KAYKOVUS,3421,Namangan viloyati,Namangan tumani,3,1714212,5,61
126,202919374,NOVQA,1935,Jizzax viloyati,Baxmal tumani,1,1708204,2,26
127,202927437,MUSTAQILLIK,1934,Jizzax viloyati,Baxmal tumani,1,1708204,2,26
128,202924307,MOʻGʻOL,1933,Jizzax viloyati,Baxmal tumani,1,1708204,2,26
129,206839986,GʻALLAKON,1932,Jizzax viloyati,Baxmal tumani,1,1708204,2,26
130,205010739,KOʻNAZEY,8403,Xorazm viloyati,Qo‘shko‘pir tumani,1,1733212,12,150
131,207185883,OLTIN VOHA,8410,Xorazm viloyati,Qo‘shko‘pir tumani,2,1733212,12,150
132,202948782,ABU ABDULLO RUDAKIY,9430,Samarqand viloyati,Samarqand shahar,4,1718401,6,179
133,202890478,USMON YUSUPOV,5975,Sirdaryo viloyati,Boyovut tumani,3,1724212,8,99
134,202890525,YANGI BOʻSTON,5976,Sirdaryo viloyati,Boyovut tumani,3,1724212,8,99
135,202890295,MADANIYAT,5971,Sirdaryo viloyati,Boyovut tumani,3,1724212,8,99
136,202890493,A.TEMUR,5967,Sirdaryo viloyati,Boyovut tumani,3,1724212,8,99
137,202890501,S.AYNIY,5973,Sirdaryo viloyati,Boyovut tumani,3,1724212,8,99
138,202890422,OLMAZOR,5981,Sirdaryo viloyati,Boyovut tumani,4,1724212,8,99
139,202905321,NURLI YOʻL,5985,Sirdaryo viloyati,Sayxunobod tumani,1,1724216,8,100
140,202905234,FAROVON,5988,Sirdaryo viloyati,Sayxunobod tumani,1,1724216,8,100
141,202905163,NUROBOD,5990,Sirdaryo viloyati,Sayxunobod tumani,2,1724216,8,100
142,202905345,PAXTAOBOD,5992,Sirdaryo viloyati,Sayxunobod tumani,2,1724216,8,100
143,202905424,PAXTAKON,5995,Sirdaryo viloyati,Sayxunobod tumani,3,1724216,8,100
144,202905069,SHODLIK,5998,Sirdaryo viloyati,Sayxunobod tumani,3,1724216,8,100
145,202905377,SINTOB,5996,Sirdaryo viloyati,Sayxunobod tumani,3,1724216,8,100
146,202905109,OʻRIKZOR,6001,Sirdaryo viloyati,Sayxunobod tumani,4,1724216,8,100
147,202905076,GULISTON,5999,Sirdaryo viloyati,Sayxunobod tumani,4,1724216,8,100
148,309511948,ZAFAROBOD,2275,Qashqadaryo viloyati,Dehqonobod tumani,3,1710212,3,38
149,202838373,YUKSALISH,9726,Namangan viloyati,Davlatobod tumani,1,1714365,5,180
150,202577690,DAVLATOBOD,9710,Namangan viloyati,Davlatobod tumani,3,1714365,5,180
151,202770112,IRVADON,3976,Namangan viloyati,Davlatobod tumani,2,1714365,5,180
152,202770358,YUQORI ROVUSTON,9728,Namangan viloyati,Davlatobod tumani,2,1714365,5,180
153,201931402,TOʻQUVCHI,9719,Namangan viloyati,Davlatobod tumani,2,1714365,5,180
154,202650965,MAʻNAVIYAT,9767,Namangan viloyati,Yangi Namangan tumani,2,1714367,5,178
155,202823504,GULISTON,9750,Namangan viloyati,Yangi Namangan tumani,2,1714367,5,178
156,203045807,JAYCHI,2843,Qashqadaryo viloyati,Yakkabog‘ tumani,2,1710250,3,50
157,305061862,CHINOBOD,2869,Qashqadaryo viloyati,Yakkabog‘ tumani,3,1710250,3,50
158,302870697,GULISTON,2855,Qashqadaryo viloyati,Yakkabog‘ tumani,3,1710250,3,50
159,205856895,XOʻJAKI,2682,Qashqadaryo viloyati,Kasbi tumani,4,1710237,3,46
160,207236454,CHUQURQISHLOQ,2304,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
161,201575821,CHIM,2303,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
162,203317324,UZUN,2302,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
163,207168279,SARBAZOR,2301,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
164,201575727,RAVOT,2299,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
165,203216933,PAXTAOBOD,2298,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
166,203370300,QUSHKAPA,2295,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
167,203291519,BOBURTEPA,2291,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
168,203204473,QISHLIQ,2297,Qashqadaryo viloyati,Qamashi tumani,1,1710220,3,39
169,203291541,QOVCHIN,2311,Qashqadaryo viloyati,Qamashi tumani,2,1710220,3,39
170,203291526,QIZILQISHLOQ,2310,Qashqadaryo viloyati,Qamashi tumani,2,1710220,3,39
171,201575781,TOʻQBOY,2315,Qashqadaryo viloyati,Qamashi tumani,2,1710220,3,39
172,206935155,BOYBURI,2308,Qashqadaryo viloyati,Qamashi tumani,2,1710220,3,39
173,206743054,SAMARQAND,2314,Qashqadaryo viloyati,Qamashi tumani,2,1710220,3,39
174,207204716,QORASUV,2313,Qashqadaryo viloyati,Qamashi tumani,2,1710220,3,39
175,206433281,OʻRTADARA,2329,Qashqadaryo viloyati,Qamashi tumani,3,1710220,3,39
176,203295662,MAYDA,2325,Qashqadaryo viloyati,Qamashi tumani,3,1710220,3,39
177,203295694,GʻISHTLI,2320,Qashqadaryo viloyati,Qamashi tumani,3,1710220,3,39
178,202678558,CHOʻLOBOD,6379,Toshkent viloyati,Bo‘ka tumani,4,1727228,10,122
179,306523278,YANGI OBOD,9613,Toshkent viloyati,Nurafshon shahar,1,1727401,10,181
180,306239124,YOSHLIK ,9614,Toshkent viloyati,Nurafshon shahar,1,1727401,10,181
181,207059682,DEHQONOBOD,9603,Toshkent viloyati,Nurafshon shahar,1,1727401,10,181
182,306232102,DEGANTEPA ,9600,Toshkent viloyati,Nurafshon shahar,1,1727401,10,181
183,207127621,QUMARIQ,7034,Toshkent viloyati,Nurafshon shahar,2,1727401,10,181
184,202849827,NAVROʻZ,7035,Toshkent viloyati,Nurafshon shahar,2,1727401,10,181
185,201549536,MUQUMIY,7037,Toshkent viloyati,Nurafshon shahar,2,1727401,10,181
186,202891784,TOʻYTEPA,9628,Toshkent viloyati,Nurafshon shahar,2,1727401,10,181
187,207104634,CHIGʻIRIQ,7041,Toshkent viloyati,Nurafshon shahar,3,1727401,10,181
188,306259337,TARRAQIYOT,9648,Toshkent viloyati,Nurafshon shahar,3,1727401,10,181
189,202899741,BOBUR,9653,Toshkent viloyati,Nurafshon shahar,4,1727401,10,181
190,203158658,OBOD,9655,Toshkent viloyati,Nurafshon shahar,4,1727401,10,181
191,203119816,EVALAK,9660,Toshkent viloyati,Nurafshon shahar,4,1727401,10,181
192,202767502,MAXMUDXOʻJA BEHBUDIY,7056,Toshkent viloyati,Olmaliq shahar,1,1727404,10,176
193,310099916,QUYI AYRONCHI,15932,Qashqadaryo viloyati,Koson tumani,2,1710229,3,41
194,202767479,SAXOVAT,7049,Toshkent viloyati,Olmaliq shahar,1,1727404,10,176
195,202773829,MIRZO ULUGʻBEK,7048,Toshkent viloyati,Olmaliq shahar,1,1727404,10,176
196,202773772,BOʻSTON,7061,Toshkent viloyati,Olmaliq shahar,2,1727404,10,176
197,202767494,OYDIN,7063,Toshkent viloyati,Olmaliq shahar,2,1727404,10,176
198,202773868,KIMYOGAR,7058,Toshkent viloyati,Olmaliq shahar,2,1727404,10,176
199,207185567,NAVBAXOR,6487,Toshkent viloyati,Zangiota tumani,4,1727237,10,124
200,202893505,ITTIFOQ,6554,Toshkent viloyati,Yuqorichirchiq tumani,3,1727239,10,125
201,202916782,ISTIQLOL,6556,Toshkent viloyati,Yuqorichirchiq tumani,3,1727239,10,125
202,202921833,TIMOFEY GRIGOREVICH XVAN,6550,Toshkent viloyati,Yuqorichirchiq tumani,3,1727239,10,125
203,202893465,NAVROʻZ,6564,Toshkent viloyati,Yuqorichirchiq tumani,4,1727239,10,125
204,204956621,BALIQCHI,6561,Toshkent viloyati,Yuqorichirchiq tumani,4,1727239,10,125
205,202923521,BIRLIK,6560,Toshkent viloyati,Yuqorichirchiq tumani,4,1727239,10,125
206,202923506,YOSHLIK,6558,Toshkent viloyati,Yuqorichirchiq tumani,4,1727239,10,125
207,204764093,NOVDAK ,6668,Toshkent viloyati,Parkent tumani,1,1727249,10,127
208,207153306,YANGIOBOD,6665,Toshkent viloyati,Parkent tumani,1,1727249,10,127
209,207142343,SHAMPAN,6655,Toshkent viloyati,Parkent tumani,1,1727249,10,127
210,202938368,BOʻRSILIQ,6663,Toshkent viloyati,Parkent tumani,1,1727249,10,127
211,207154644,CHINORLI ,6662,Toshkent viloyati,Parkent tumani,1,1727249,10,127
212,204764140,ULUGʻBEK,6660,Toshkent viloyati,Parkent tumani,1,1727249,10,127
213,207154755,CHASHMA,6659,Toshkent viloyati,Parkent tumani,1,1727249,10,127
214,202938264,NAVROʻZ,6673,Toshkent viloyati,Parkent tumani,1,1727249,10,127
215,202938375,BULOQBOSHI,6672,Toshkent viloyati,Parkent tumani,1,1727249,10,127
216,304663407,YASHNOBOD,6676,Toshkent viloyati,Parkent tumani,2,1727249,10,127
217,202938289,GULBOGʻ,6680,Toshkent viloyati,Parkent tumani,2,1727249,10,127
218,202938272,SURXI,6679,Toshkent viloyati,Parkent tumani,2,1727249,10,127
219,207142564,QAYILMA,6675,Toshkent viloyati,Parkent tumani,2,1727249,10,127
220,202386724,ATANGAN GUZAR,9747,Namangan viloyati,Yangi Namangan tumani,4,1714367,5,178
221,202132066,ISHONCH,9748,Namangan viloyati,Yangi Namangan tumani,4,1714367,5,178
222,202777141,GʻUNCHA,9753,Namangan viloyati,Namangan shahar,2,1714401,5,182
223,202707813,IFTIXOR,3506,Namangan viloyati,Pop tumani,1,1714219,5,63
224,207225895,DEHQONOBOD,8321,Xorazm viloyati,Bog‘ot tumani,2,1733204,12,148
225,207225911,OʻZGARISH,8320,Xorazm viloyati,Bog‘ot tumani,2,1733204,12,148
226,207226435,NAYMAN,8323,Xorazm viloyati,Bog‘ot tumani,3,1733204,12,148
227,207226134,OQ OLTIN,8322,Xorazm viloyati,Bog‘ot tumani,3,1733204,12,148
228,207226467,NAVROʻZ,8330,Xorazm viloyati,Bog‘ot tumani,3,1733204,12,148
229,205245342,NURAFSHON,8335,Xorazm viloyati,Bog‘ot tumani,4,1733204,12,148
230,207225928,NURLI MASKAN,8340,Xorazm viloyati,Bog‘ot tumani,4,1733204,12,148
231,207227552,SOHIBKOR,8338,Xorazm viloyati,Bog‘ot tumani,4,1733204,12,148
232,205245359,GULSHAN,8341,Xorazm viloyati,Bog‘ot tumani,4,1733204,12,148
233,206628426,KARVAK,8511,Xorazm viloyati,Xazorasp tumani,1,1733220,12,152
234,205549454,GʻOFUR GʻULOM,8510,Xorazm viloyati,Xazorasp tumani,1,1733220,12,152
235,204356774,ALOQALI KOʻL,8505,Xorazm viloyati,Xazorasp tumani,1,1733220,12,152
236,305569481,QIRTEPA,9817,Xorazm viloyati,Xazorasp tumani,1,1733220,12,152
237,305523864,YUQORI-SHOVAT,9823,Xorazm viloyati,Xazorasp tumani,1,1733220,12,152
238,204354270,BOGʻIERAM,8533,Xorazm viloyati,Xazorasp tumani,2,1733220,12,152
239,202948711,SUGʻDIYONA,10359,Samarqand viloyati,Samarqand shahar,3,1718401,6,179
240,202952906,ISTIQLOL,10591,Samarqand viloyati,Samarqand shahar,3,1718401,6,179
241,202914080,TEPAGUZAR,9107,Toshkent shahri,Olmazor tumani,1,1726280,9,112
242,202887528,HAZRATI IMOM,10773,Toshkent shahri,Olmazor tumani,2,1726280,9,112
243,202921359,CHILTOʻGʻON,9123,Toshkent shahri,Olmazor tumani,2,1726280,9,112
244,202908894,GʻANI AʻZAMOV,9127,Toshkent shahri,Olmazor tumani,2,1726280,9,112
245,202850985,GULSAROY,9133,Toshkent shahri,Olmazor tumani,2,1726280,9,112
246,202895035,KATTA YALANGʻOCHOTA,9006,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
247,202586712,DONISHMAND,9288,Toshkent shahri,Yashnobod tumani,1,1726290,9,115
248,202586704,YANGI NUR,9296,Toshkent shahri,Yashnobod tumani,1,1726290,9,115
249,202694214,GULSANAM,8964,Toshkent shahri,Mirzo Ulug‘bek tumani,1,1726269,9,109
250,202650063,SADIY SHEROZIY,5712,Surxondaryo viloyati,Sariosiyo tumani,4,1722217,7,93
251,202649972,NURBULOQ,5711,Surxondaryo viloyati,Sariosiyo tumani,4,1722217,7,93
252,202650055,M.ULUG'BEK,5709,Surxondaryo viloyati,Sariosiyo tumani,4,1722217,7,93
253,202649957,BUYUK KELAJAK,5706,Surxondaryo viloyati,Sariosiyo tumani,4,1722217,7,93
254,202650070,AYROPORT,5705,Surxondaryo viloyati,Sariosiyo tumani,4,1722217,7,93
255,202650024,SHAXRIOBOD,10525,Surxondaryo viloyati,Sariosiyo tumani,4,1722217,7,93
256,202286444,AFSONA,600,Andijon viloyati,Baliqchi tumani,3,1703206,0,2
257,202286064,ISLOMOBOD,597,Andijon viloyati,Baliqchi tumani,3,1703206,0,2
258,202286524,SHOʻR,629,Andijon viloyati,Baliqchi tumani,4,1703206,0,2
259,206985839,FAROVON,627,Andijon viloyati,Baliqchi tumani,4,1703206,0,2
260,202286555,TOʻDA,624,Andijon viloyati,Baliqchi tumani,4,1703206,0,2
261,202286469,OMONARIQ,621,Andijon viloyati,Baliqchi tumani,4,1703206,0,2
262,202286509,NURAFSHON,620,Andijon viloyati,Baliqchi tumani,4,1703206,0,2
263,202286548,QIYALI,618,Andijon viloyati,Baliqchi tumani,4,1703206,0,2
264,202790104,MAYDON,3233,Navoiy viloyati,Xatirchi tumani,4,1712251,4,58
265,202790174,LANGAR,3232,Navoiy viloyati,Xatirchi tumani,4,1712251,4,58
266,305210644,QOʻRGʻONTEPA,3230,Navoiy viloyati,Xatirchi tumani,4,1712251,4,58
267,203826751,DARDOQTEPA,925,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
268,203819830,TURON ZAMIN,943,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
269,203819926,TOʻRACHEK,942,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
270,203819862,SUTKON,941,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
271,203819941,DOʻSTLIK,927,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
272,203819919,OZOD,939,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
273,203819886,NAMUNA,936,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
274,200277100,USTOZ,953,Andijon viloyati,Qo‘rg‘ontepa tumani,4,1703220,0,8
275,200277124,NURLI YOGʻDU,951,Andijon viloyati,Qo‘rg‘ontepa tumani,4,1703220,0,8
276,205553854,MUSTAQILLIK,10745,Andijon viloyati,Qo‘rg‘ontepa tumani,2,1703220,0,8
277,200277243,GULISTON,947,Andijon viloyati,Qo‘rg‘ontepa tumani,4,1703220,0,8
278,204340954,YANGI XAYOT,958,Andijon viloyati,Qo‘rg‘ontepa tumani,4,1703220,0,8
279,200277149,SHAHRIXONSOY,955,Andijon viloyati,Qo‘rg‘ontepa tumani,4,1703220,0,8
280,204787373,MARKAZ,1092,Andijon viloyati,Shaxrixon tumani,1,1703230,0,11
