,tin,mahalla,mahalla_code,viloyat,tuman,sektor,coato,region_id,district_id
6731,202773013,TEMIRYOʻLCHI,5912,Surxondaryo viloyati,Termiz shahar,2,1722401,7,192
6732,202676964,HALQLAR DOSLIGʻI,207,Qoraqalpog‘iston Respublikasi,Taxiatosh tumani,4,1735228,13,168
6733,202829574,ERGANAKLI,4143,Samarqand viloyati,Bulung‘ur tumani,1,1718206,6,71
6734,205314034,BOGʻDOR,8529,Xorazm viloyati,Xazorasp tumani,2,1733220,12,152
6735,203763594,DOʻSTLIK,10702,Toshkent viloyati,Yangiyo‘l tumani,3,1727259,10,131
6736,202586894,MAXMUR,9312,Toshkent shahri,Yashnobod tumani,2,1726290,9,115
6737,205722628,FARXOD,8845,Toshkent shahri,Uchtepa tumani,2,1726262,9,106
6738,203645527,UCH TEPA,3223,Navoiy viloyati,Xatirchi tumani,3,1712251,4,58
6739,204782318,TOSHRABOT,1688,Buxoro viloyati,Romitan tumani,2,1706242,1,22
6740,309278414,CHUST GULZORI ,15845,Namangan viloyati,Chust tumani,3,1714237,5,68
6741,309278834,YANGI BOGʻISHAMOL,15846,Namangan viloyati,Chust tumani,3,1714237,5,68
6742,309300094,MUSTAHKAM,15847,Andijon viloyati,Asaka tumani,4,1703224,0,9
6743,309300269,NAVBAHOR,15848,Andijon viloyati,Asaka tumani,4,1703224,0,9
6744,309304319,SNAMAN,15849,Namangan viloyati,Namangan shahar,1,1714401,5,182
6745,309306212,QUVONCH,15850,Namangan viloyati,Namangan shahar,1,1714401,5,182
6746,309318624,OSUDA,15851,Namangan viloyati,Namangan shahar,1,1714401,5,182
6747,309377061,ISTIQLOL,15852,Namangan viloyati,Davlatobod tumani,3,1714365,5,180
6748,309380843,TADBIRKOR,15853,Namangan viloyati,Davlatobod tumani,1,1714365,5,180
6749,309420809,IPAK YOʻLI,15854,Andijon viloyati,Shaxrixon tumani,4,1703230,0,11
6750,309426214,YOSHLAR,15855,Andijon viloyati,Shaxrixon tumani,1,1703230,0,11
6751,309428360,OBOD ZAMIN,15856,Xorazm viloyati,Xazorasp tumani,2,1733220,12,152
6752,309433790,ISTIQLOL,15857,Toshkent viloyati,Pskent tumani,1,1727250,10,128
6753,309437359,BARKAMOL AVLOD,15858,Xorazm viloyati,Xazorasp tumani,1,1733220,12,152
6754,309460617,TARAQQIYOT,15859,Xorazm viloyati,Xazorasp tumani,4,1733220,12,152
6755,309463478,BUNYODKOR,15860,Toshkent viloyati,Ohangaron shahar,1,1727415,10,208
6756,309481274,DARXON,15861,Qashqadaryo viloyati,Dehqonobod tumani,3,1710212,3,38
6757,309502634,GULISTON,15862,Qashqadaryo viloyati,Dehqonobod tumani,1,1710212,3,38
6758,309503861,VATANPARVAR,15863,Qashqadaryo viloyati,Dehqonobod tumani,3,1710212,3,38
6759,309568916,NUROBOD,15864,Jizzax viloyati,Baxmal tumani,1,1708204,2,26
6760,309665297,ITTIFOQ,15865,Surxondaryo viloyati,Uzun tumani,4,1722221,7,95
6761,309668640,SURXON,15866,Surxondaryo viloyati,Uzun tumani,3,1722221,7,95
6762,309694824,YANGIOBOD,15867,Andijon viloyati,Shaxrixon tumani,1,1703230,0,11
6763,309879275,NURLI HAYOT,15869,Xorazm viloyati,Urganch shahar,3,1733401,12,199
6764,309885854,YANGI OʻZBEKISTON,15870,Xorazm viloyati,Urganch shahar,2,1733401,12,199
6765,309908104,KELAJAK,15871,Surxondaryo viloyati,Termiz tumani,1,1722220,7,94
6766,309965612,YANGI ANDIJON,15872,Andijon viloyati,Andijon shahar,2,1703401,0,195
6767,309973674,TINCHLIK,15873,Andijon viloyati,Andijon shahar,1,1703401,0,195
6768,309995132,ZARXAL,15874,Toshkent shahri,Olmazor tumani,3,1726280,9,112
6769,309995464,KAYKOVUS,15875,Toshkent shahri,Olmazor tumani,3,1726280,9,112
6770,309996012,ELPARVAR,15876,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6771,309998183,CHINNIOBOD,15877,Toshkent shahri,Olmazor tumani,4,1726280,9,112
6772,310013950,ZAMONDOSH,15878,Toshkent shahri,Olmazor tumani,4,1726280,9,112
6773,310018359,YANGI BOʻSTON,15879,Andijon viloyati,Andijon shahar,1,1703401,0,195
6774,310115301,OʻRIKZOR-2,15883,Andijon viloyati,Andijon tumani,4,1703203,0,1
6775,310116355,YANGIOBOD,15884,Sirdaryo viloyati,Yangier shahar,4,1724413,8,210
6776,310119350,TEMUR MALIK,15885,Andijon viloyati,Andijon shahar,3,1703401,0,195
6777,310119367,ILGʻOR,15886,Andijon viloyati,Andijon shahar,4,1703401,0,195
6778,310119374,QORAQOʻRGʻON,15887,Andijon viloyati,Andijon shahar,3,1703401,0,195
6779,310119589,YASHNAOBOD,15888,Andijon viloyati,Andijon shahar,3,1703401,0,195
6780,310183550,MISKIN,15889,Qoraqalpog‘iston Respublikasi,To‘rtko‘l tumani,3,1735233,13,170
6781,310198319,SÁBIK,15890,Qoraqalpog‘iston Respublikasi,Xo‘jayli tumani,2,1735236,13,171
6782,310198563,BAǴMAN,15891,Qoraqalpog‘iston Respublikasi,Xo‘jayli tumani,4,1735236,13,171
6783,310201242,YANGI MAKON,15892,Qoraqalpog‘iston Respublikasi,Taxiatosh tumani,1,1735228,13,168
6784,310206339,NURLI YOʻL,15893,Qoraqalpog‘iston Respublikasi,To‘rtko‘l tumani,4,1735233,13,170
6785,310207606,ZIYOKOR,15894,Qoraqalpog‘iston Respublikasi,To‘rtko‘l tumani,1,1735233,13,170
6786,310209681,TOZABOʻZYOP,15895,Qoraqalpog‘iston Respublikasi,To‘rtko‘l tumani,4,1735233,13,170
6787,310209935,TURKMAN KOʻLI,15896,Qoraqalpog‘iston Respublikasi,To‘rtko‘l tumani,4,1735233,13,170
6788,310212015,YAXTILIK,15897,Qoraqalpog‘iston Respublikasi,To‘rtko‘l tumani,2,1735233,13,170
6789,304773199,JASORAT,15588,Qoraqalpog‘iston Respublikasi,Yellikkala tumani,1,1735250,13,194
6790,202676061,LANGARBOBO,15593,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
6791,202673335,SHOXIDON,15595,Namangan viloyati,To‘raqo‘rg‘on tumani,3,1714224,5,64
6792,202830471,CHAGʻIZMON,4899,Samarqand viloyati,Urgut tumani,4,1718236,6,82
6793,202287808,SURXON SOHILI,5554,Surxondaryo viloyati,Qumqo‘rg‘on tumani,1,1722214,7,91
6794,202566530,XALIFA,1397,Buxoro viloyati,Olot tumani,4,1706204,1,14
6795,202884168,YANGIOBOD,4486,Samarqand viloyati,Payariq tumani,2,1718224,6,77
6796,202940121,NAVROʻZ,2037,Jizzax viloyati,Do‘stlik tumani,1,1708215,2,29
6797,207236834,GULISTON,4578,Samarqand viloyati,Pastdarg‘om tumani,3,1718227,6,78
6798,302772834,LAYLAKKOʻL,5950,Sirdaryo viloyati,Boyovut tumani,1,1724212,8,99
6799,202593808,TEZGUZAR,1823,Buxoro viloyati,Shofirkon tumani,4,1706258,1,24
6800,202678502,CHAVLISOY,6346,Toshkent viloyati,Bo‘ka tumani,1,1727228,10,122
6801,206110139,GʻOZLIQ,2828,Qashqadaryo viloyati,Yakkabog‘ tumani,1,1710250,3,50
6802,303112823,SAMARQAND,6862,Toshkent viloyati,Chinoz tumani,3,1727256,10,130
6803,205642735,UVAYSIY,1056,Andijon viloyati,Marxamat tumani,2,1703227,0,10
6804,200340560,EGIZBULOQ,2159,Jizzax viloyati,Forish tumani,3,1708235,2,35
6805,207133204,OʻRTABOʻZ,6796,Toshkent viloyati,O‘rtachirchiq tumani,3,1727253,10,129
6806,202824486,JALAYER,7581,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
6807,202835662,SARIQTEPA,4843,Samarqand viloyati,Urgut tumani,2,1718236,6,82
6808,202718640,IBN SINO,967,Andijon viloyati,Asaka tumani,1,1703224,0,9
6809,202836012,SHODIYONA,6161,Sirdaryo viloyati,Yangier shahar,3,1724413,8,210
6810,202701655,NAVRUZ,3530,Namangan viloyati,Pop tumani,2,1714219,5,63
6811,202990883,SHAXRISTON,1082,Andijon viloyati,Marxamat tumani,4,1703227,0,10
6812,202687641,PAXTAKURASH,5445,Surxondaryo viloyati,Denov tumani,3,1722210,7,89
6813,304974336,NAMUNA,7517,Farg‘ona viloyati,Beshariq tumani,2,1730215,11,137
6814,204737839,MAYTA,3016,Navoiy viloyati,Qiziltepa tumani,2,1712216,4,52
6815,204376229,HISARAK,2826,Qashqadaryo viloyati,Shahrisabz tumani,4,1710245,3,49
6816,203867685,OʻRGʻU ,706,Andijon viloyati,Jalaquduq tumani,1,1703211,0,5
6817,202838230,XAKKARMAN YANGI JIGARISTON,7107,Toshkent viloyati,Angren shahar,2,1727407,10,196
6818,203368436,RUSTAM,4761,Samarqand viloyati,Samarqand tumani,4,1718233,6,80
6819,202697470,CHAMANZOR,10944,Sirdaryo viloyati,Xovos tumani,1,1724235,8,105
6820,202770302,SHOʻRQISHLOQ,3405,Namangan viloyati,Namangan tumani,1,1714212,5,61
6821,202807830,PAXTAOBOD,2620,Qashqadaryo viloyati,Nishon tumani,1,1710235,3,45
6822,202724967,DAM,5507,Surxondaryo viloyati,Jarqo‘rg‘on tumani,3,1722212,7,90
6823,202689243,HURRIYAT-1,3342,Namangan viloyati,Kosonsoy tumani,1,1714207,5,60
6824,203684352,OQ OLTIN,6570,Toshkent viloyati,Qibray tumani,1,1727248,10,126
6825,206988762,BOGʻBON,10705,Toshkent viloyati,Yangiyo‘l shahar,1,1727424,10,206
6826,204114839,SOYOT,8628,Xorazm viloyati,Xiva tumani,3,1733226,12,155
6827,202416108,MAORIF,8260,Farg‘ona viloyati,Marg‘ilon shahar,1,1730412,11,205
6828,202702836,JONKEL,4289,Samarqand viloyati,Kattaqo‘rg‘on tumani,1,1718215,6,74
6829,202579009,NAVBAXOR,8100,Farg‘ona viloyati,Farg‘ona shahar,2,1730401,11,187
6830,204354209,KAMOLOT,8535,Xorazm viloyati,Xazorasp tumani,2,1733220,12,152
6831,202676007,YORTEPA KOʻCHA,3602,Namangan viloyati,To‘raqo‘rg‘on tumani,2,1714224,5,64
6832,203725704,CHECHAKOTA,3226,Navoiy viloyati,Xatirchi tumani,3,1712251,4,58
6833,202285003,AL-HAKIM-AT-TERMIZIY,5350,Surxondaryo viloyati,Muzrabot tumani,3,1722207,7,88
6834,202284993,YURTIM JAMOLI,5357,Surxondaryo viloyati,Muzrabot tumani,3,1722207,7,88
6835,202695126,BESHKAPPA,5751,Surxondaryo viloyati,Uzun tumani,1,1722221,7,95
6836,202708090,TOJIKOBOD,5772,Surxondaryo viloyati,Uzun tumani,2,1722221,7,95
6837,202688173,ULANQUL,5788,Surxondaryo viloyati,Uzun tumani,3,1722221,7,95
6838,202504820,BOTOSH,5200,Surxondaryo viloyati,Oltinsoy tumani,1,1722201,7,84
6839,205614089,XALOBOD,5206,Surxondaryo viloyati,Oltinsoy tumani,1,1722201,7,84
6840,202694974,YANGIQURILISH,5222,Surxondaryo viloyati,Oltinsoy tumani,2,1722201,7,84
6841,202854283,GUZAR,3849,Namangan viloyati,Chust tumani,2,1714237,5,68
6842,202652392,MUNCHOQTEPA,3855,Namangan viloyati,Chust tumani,2,1714237,5,68
6843,206576064,YANGIOBOD,3864,Namangan viloyati,Chust tumani,2,1714237,5,68
6844,202782714,OQ-OLTIN,3221,Navoiy viloyati,Xatirchi tumani,3,1712251,4,58
6845,202740727,AMIR TEMUR,3209,Navoiy viloyati,Xatirchi tumani,3,1712251,4,58
6846,202911101,KOʻKTOʻNLIK,1162,Andijon viloyati,Paxtaobod tumani,1,1703232,0,12
6847,202910958,AHILLIK,1158,Andijon viloyati,Paxtaobod tumani,1,1703232,0,12
6848,202910808,HAYOTBAXSH,1187,Andijon viloyati,Paxtaobod tumani,2,1703232,0,12
6849,202910902,BOGʻIGULISTON,1190,Andijon viloyati,Paxtaobod tumani,3,1703232,0,12
6850,203826783,ZARBULOQ,929,Andijon viloyati,Qo‘rg‘ontepa tumani,3,1703220,0,8
6851,202829598,MINGCHINOR,4136,Samarqand viloyati,Bulung‘ur tumani,1,1718206,6,71
6852,202829843,KAPTARXONA,4147,Samarqand viloyati,Bulung‘ur tumani,2,1718206,6,71
6853,202829732,GʻOʻBDIN,4161,Samarqand viloyati,Bulung‘ur tumani,3,1718206,6,71
6854,202829692,YANGIOBOD,4170,Samarqand viloyati,Bulung‘ur tumani,3,1718206,6,71
6855,203630879,NODIRABEGIM,8145,Farg‘ona viloyati,Farg‘ona shahar,4,1730401,11,187
6856,203274055,JONIBEK,7272,Farg‘ona viloyati,Oltiariq tumani,1,1730203,11,133
6857,207001408,BOYISTON,7564,Farg‘ona viloyati,Quva tumani,1,1730218,11,138
6858,204047597,XALFACHEK,593,Andijon viloyati,Baliqchi tumani,2,1703206,0,2
6859,202286144,DOʻSTLIK,586,Andijon viloyati,Baliqchi tumani,2,1703206,0,2
6860,202286040,KATTABULOQ,603,Andijon viloyati,Baliqchi tumani,3,1703206,0,2
6861,203127355,MEHNATOBOD,5466,Surxondaryo viloyati,Denov tumani,4,1722210,7,89
6862,203513414,7-YALONGʻOCH OTA,8211,Farg‘ona viloyati,Qo‘qon shahar,4,1730405,11,188
6863,202505012,ALISHER NAVOIY,8244,Farg‘ona viloyati,Quvasoy shahar,4,1730408,11,189
6864,200107840,ALIXON,10739,Namangan viloyati,Chortoq tumani,2,1714236,5,67
6865,202898695,MIRSULTONCHEK,3454,Namangan viloyati,Norin tumani,1,1714216,5,62
6866,202895067,H.OLIMJON,8992,Toshkent shahri,Mirzo Ulug‘bek tumani,3,1726269,9,109
6867,202578928,56-BERUNIY,8109,Farg‘ona viloyati,Farg‘ona shahar,2,1730401,11,187
6868,200151495,MASHʻAL,8123,Farg‘ona viloyati,Farg‘ona shahar,3,1730401,11,187
6869,202918494,IBRAT,6991,Toshkent viloyati,Toshkent tumani,2,1727265,10,132
6870,207186605,BOGʻBON,6992,Toshkent viloyati,Toshkent tumani,2,1727265,10,132
6871,207147296,GʻAYRAT,6728,Toshkent viloyati,Pskent tumani,3,1727250,10,128
6872,202938454,MITAN,6732,Toshkent viloyati,Pskent tumani,4,1727250,10,128
6873,207147082,TARAQQIYOT,10468,Toshkent viloyati,Pskent tumani,4,1727250,10,128
6874,202760844,SOURTEPA,5876,Surxondaryo viloyati,Sho‘rchi tumani,2,1722226,7,97
6875,202694998,MINGCHINOR,5228,Surxondaryo viloyati,Oltinsoy tumani,3,1722201,7,84
6876,202493361,SAYRAK,5234,Surxondaryo viloyati,Oltinsoy tumani,3,1722201,7,84
6877,202712483,PAXLAVON,5233,Surxondaryo viloyati,Oltinsoy tumani,3,1722201,7,84
6878,202511647,KATTA VAXSHIVOR,5242,Surxondaryo viloyati,Oltinsoy tumani,4,1722201,7,84
6879,202493322,QORLIQ,5245,Surxondaryo viloyati,Oltinsoy tumani,4,1722201,7,84
6880,202649632,NODIRABEGIM,5665,Surxondaryo viloyati,Sariosiyo tumani,1,1722217,7,93
6881,203664511,DEXIBOLO,5292,Surxondaryo viloyati,Boysun tumani,1,1722204,7,87
6882,202671267,PULXOKIM,5295,Surxondaryo viloyati,Boysun tumani,1,1722204,7,87
6883,202659819,TEMIR DARVOZA,5313,Surxondaryo viloyati,Boysun tumani,3,1722204,7,87
6884,203665613,MUSTAQILLIK,5322,Surxondaryo viloyati,Boysun tumani,4,1722204,7,87
6885,202671339,CHORCHINOR,5327,Surxondaryo viloyati,Boysun tumani,4,1722204,7,87
6886,202671354,OBI,5323,Surxondaryo viloyati,Boysun tumani,4,1722204,7,87
6887,202777743,GʻURJAK-2,5804,Surxondaryo viloyati,Sherobod tumani,1,1722223,7,96
6888,202688276,XONJIZASI,10925,Surxondaryo viloyati,Sariosiyo tumani,1,1722217,7,93
6889,202649704,DOʻSTLIK,5661,Surxondaryo viloyati,Sariosiyo tumani,1,1722217,7,93
6890,202301346,JALOL IKROMIY ,1850,Buxoro viloyati,Buxoro shahar,2,1706401,1,191
6891,204103091,GULSHAN,1861,Buxoro viloyati,Buxoro shahar,3,1706401,1,191
6892,202325846,XOʻJA GUNJORIY,1869,Buxoro viloyati,Buxoro shahar,3,1706401,1,191
6893,203369119,RAZZOQ XAMRAYEV,1866,Buxoro viloyati,Buxoro shahar,3,1706401,1,191
6894,204842463,ABDULHOLIQ GʻIJDUVONIY,1875,Buxoro viloyati,Buxoro shahar,4,1706401,1,191
6895,202873799,QORASAROY,10772,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6896,202800255,GURUCHARIQ,10770,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6897,202884509,OLTINSOY,9125,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6898,202908927,QICHQIRIQ,9126,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6899,202908934,TARAQQIYOT,9128,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6900,202886806,MISKIN,9129,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6901,202908831,IBROHIM-OTA,9132,Toshkent shahri,Olmazor tumani,2,1726280,9,112
6902,202694372,DARXON,8999,Toshkent shahri,Mirzo Ulug‘bek tumani,3,1726269,9,109
6903,202694128,SHAHRIOBOD,9013,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
6904,202294997,FERUZA,9011,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
6905,202694135,NAVNIXOL,9010,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
6906,202694293,BOGʻIMAYDON,9009,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
6907,202694246,SAYRAM,9008,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
6908,202845516,OLIMLAR,9003,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
6909,202920344,ILTIFOT,9285,Toshkent shahri,Yashnobod tumani,1,1726290,9,115
6910,202586847,BIRLASHGAN,9290,Toshkent shahri,Yashnobod tumani,1,1726290,9,115
6911,202920336,PARVOZ,9291,Toshkent shahri,Yashnobod tumani,1,1726290,9,115
6912,203240367,PASTKI YAKKATUT,7498,Farg‘ona viloyati,Beshariq tumani,1,1730215,11,137
6913,203236133,BESHKAPA,7500,Farg‘ona viloyati,Beshariq tumani,1,1730215,11,137
6914,202968101,YUQORI TOVUL,7505,Farg‘ona viloyati,Beshariq tumani,1,1730215,11,137
6915,203253263,YANGI QASHQAR,7508,Farg‘ona viloyati,Beshariq tumani,1,1730215,11,137
6916,202770033,BOGʻ,9708,Namangan viloyati,Davlatobod tumani,1,1714365,5,180
6917,201575710,KOʻKBULOQ,2309,Qashqadaryo viloyati,Qamashi tumani,2,1710220,3,39
6918,203399374,BOGʻI SAFED,5007,Samarqand viloyati,Samarqand shahar,2,1718401,6,179
6919,202769870,CHINOR,10275,Namangan viloyati,Namangan shahar,4,1714401,5,182
6920,202366756,QORASUV,9912,Toshkent shahri,Mirobod tumani,1,1726273,9,110
6921,202866506,OʻYMOVUT,4516,Samarqand viloyati,Payariq tumani,4,1718224,6,77
6922,202685914,MUSTAQILLIK,4531,Samarqand viloyati,Pastdarg‘om tumani,1,1718227,6,78
6923,203936529,XOʻJA AHROR VALI,5061,Samarqand viloyati,Samarqand shahar,2,1718401,6,179
6924,202950061,MASHʻAL,5117,Samarqand viloyati,Samarqand shahar,3,1718401,6,179
6925,202948656,QARSHI YOʻLI,10341,Samarqand viloyati,Samarqand shahar,3,1718401,6,179
6926,207273204,KIYET,126,Qoraqalpog‘iston Respublikasi,Qo‘ng‘irot tumani,1,1735215,13,164
6927,203029635,MONSHAQLI,140,Qoraqalpog‘iston Respublikasi,Qo‘ng‘irot tumani,2,1735215,13,164
6928,202372647,MIROBOD,9045,Toshkent shahri,Mirobod tumani,3,1726273,9,110
6929,202700965,QUYI DARXON,10699,Toshkent shahri,Uchtepa tumani,3,1726262,9,106
6930,202410829,KOKʻSAROY,10697,Toshkent shahri,Uchtepa tumani,3,1726262,9,106
6931,202570678,SHARQ GULI,10606,Toshkent shahri,Uchtepa tumani,4,1726262,9,106
6932,202914191,XURSHID,10599,Toshkent shahri,Uchtepa tumani,4,1726262,9,106
6933,203553357,QILICHBOY,23,Qoraqalpog‘iston Respublikasi,Amudaryo tumani,2,1735204,13,159
6934,207027270,AQ OTAW,9888,Qoraqalpog‘iston Respublikasi,Nukus shahar,3,1735401,13,186
6935,205211345,JIYDELI BAYSIN,10883,Qoraqalpog‘iston Respublikasi,Nukus shahar,4,1735401,13,186
6936,204764759,OʻZBEKISTON,1370,Buxoro viloyati,Olot tumani,1,1706204,1,14
6937,204378984,GʻANCHI CHANDIR,1386,Buxoro viloyati,Olot tumani,3,1706204,1,14
6938,203599806,SOXIBKOR,3532,Namangan viloyati,Pop tumani,2,1714219,5,63
6939,203310944,EKIN-TIKIN,508,Andijon viloyati,Andijon tumani,1,1703203,0,1
6940,202782793,TASMACHI,3240,Navoiy viloyati,Xatirchi tumani,4,1712251,4,58
6941,202911118,ESKIQOʻRGʻON,1188,Andijon viloyati,Paxtaobod tumani,2,1703232,0,12
6942,201301315,ZAMONDOSH,8661,Xorazm viloyati,Shovot tumani,2,1733230,12,156
6943,202724247,NAVBAXOR,10203,Samarqand viloyati,Kattaqo‘rg‘on shahar,1,1718406,6,175
6944,204895184,GʻAREZSIZLIK,10378,Qoraqalpog‘iston Respublikasi,Qorao‘zak tumani,3,1735211,13,162
6945,202802774,QUYASHLI,122,Qoraqalpog‘iston Respublikasi,Kegeyli tumani,4,1735212,13,163
6946,202831289,QARA-OY,220,Qoraqalpog‘iston Respublikasi,Taxtako‘pir tumani,3,1735230,13,169
6947,202816599,MULIK,228,Qoraqalpog‘iston Respublikasi,Taxtako‘pir tumani,4,1735230,13,169
6948,205901705,PASHENT-TAU,308,Qoraqalpog‘iston Respublikasi,Chimboy tumani,3,1735240,13,172
6949,202665202,ABAT MAʻKAN,309,Qoraqalpog‘iston Respublikasi,Chimboy tumani,4,1735240,13,172
6950,204759992,NURLI KELESHEK,197,Qoraqalpog‘iston Respublikasi,Taxiatosh tumani,1,1735228,13,168
6951,203022186,KATTA TURK,7967,Farg‘ona viloyati,Dang‘ara tumani,1,1730236,11,145
6952,202724950,MEXNAT-ROXAT,5518,Surxondaryo viloyati,Jarqo‘rg‘on tumani,3,1722212,7,90
6953,207082173,XALQOBOD,5572,Surxondaryo viloyati,Qumqo‘rg‘on tumani,2,1722214,7,91
6954,203126602,ISTIQLOL,8010,Farg‘ona viloyati,Dang‘ara tumani,4,1730236,11,145
6955,202687239,YANGI QISHLOQ,5384,Surxondaryo viloyati,Denov tumani,1,1722210,7,89
6956,202694095,KAMOLOT,9015,Toshkent shahri,Mirzo Ulug‘bek tumani,4,1726269,9,109
6957,203236164,GʻALCHA,7507,Farg‘ona viloyati,Beshariq tumani,1,1730215,11,137
6958,203278065,DOʻSTLIK,8066,Farg‘ona viloyati,Yozyovon tumani,3,1730242,11,147
6959,303187785,QOʻSHQOʻRGʻON,6300,Toshkent viloyati,Bo‘stonliq tumani,1,1727224,10,121
6960,306239424,NURAFSHON ,9621,Toshkent viloyati,Nurafshon shahar,1,1727401,10,181
6961,207227569,QUMBODOQ,8337,Xorazm viloyati,Bog‘ot tumani,4,1733204,12,148
6962,202798994,GULISTON,5803,Surxondaryo viloyati,Sherobod tumani,1,1722223,7,96
6963,202839554,ISTIQLOL,4120,Samarqand viloyati,Oqdaryo tumani,4,1718203,6,70
6964,206947164,YOSHLIK,5796,Surxondaryo viloyati,Uzun tumani,4,1722221,7,95
6965,202910934,QOʻRGʻONCHA,1164,Andijon viloyati,Paxtaobod tumani,1,1703232,0,12
6966,202694104,YALANGʻOCH,8986,Toshkent shahri,Mirzo Ulug‘bek tumani,2,1726269,9,109
6967,203936504,ISTIQBOL,5027,Samarqand viloyati,Samarqand shahar,2,1718401,6,179
6968,202349784,BUYUK IPAK YOʻLI,5339,Surxondaryo viloyati,Muzrabot tumani,2,1722207,7,88
6969,202914310,ALIXONTOʻRA SOGʻUNIY,10689,Toshkent shahri,Uchtepa tumani,3,1726262,9,106
6970,204764125,BOYQOZON,6674,Toshkent viloyati,Parkent tumani,2,1727249,10,127
6971,202724784,YANGIARIQ,5501,Surxondaryo viloyati,Jarqo‘rg‘on tumani,2,1722212,7,90
6972,202918194,TINCHLIK,7008,Toshkent viloyati,Toshkent tumani,3,1727265,10,132
6973,201832192,JAYHUN,10628,Qoraqalpog‘iston Respublikasi,Taxiatosh tumani,4,1735228,13,168
6974,203119128,PUCHUGʻOY,7627,Farg‘ona viloyati,Uchko‘prik tumani,1,1730221,11,139
6975,202388894,SOHIBKOR,2665,Qashqadaryo viloyati,Kasbi tumani,2,1710237,3,46
6976,204011824,SOLIJONOBOD,7368,Farg‘ona viloyati,Qo‘shtepa tumani,4,1730206,11,134
6977,203441568,SHOʻRBOICHA,4724,Samarqand viloyati,Samarqand tumani,2,1718233,6,80
6978,302774855,NUROBOD,8586,Xorazm viloyati,Xonqa tumani,3,1733223,12,154
6979,203121696,AVVONA,2525,Qashqadaryo viloyati,Mirishkor tumani,1,1710233,3,43
6980,203003218,MARQAYUZ,1005,Andijon viloyati,Asaka tumani,3,1703224,0,9
6981,202799139,ZARABOGʻ,5805,Surxondaryo viloyati,Sherobod tumani,1,1722223,7,96
6982,203904267,TOSHRABOT,3074,Navoiy viloyati,Navbahor tumani,3,1712230,4,53
6983,204009287,SHAHARTEPA,7362,Farg‘ona viloyati,Qo‘shtepa tumani,3,1730206,11,134
6984,202827728,NOVKENT,7574,Farg‘ona viloyati,Quva tumani,2,1730218,11,138
6985,202813294,MIRSAID BAXROM,3121,Navoiy viloyati,Karmana tumani,4,1712234,4,54
6986,202844747,UKRACH,4953,Samarqand viloyati,Tayloq tumani,4,1718238,6,83
6987,203220558,OʻZBEKISTON,3031,Navoiy viloyati,Qiziltepa tumani,3,1712216,4,52
6988,203511535,1-DAVRONBEK,8165,Farg‘ona viloyati,Qo‘qon shahar,1,1730405,11,188
6989,202753211,BOZORBOSHI,3320,Namangan viloyati,Mingbuloq tumani,4,1714204,5,59
6990,205685784,BEGLAMISH,2684,Qashqadaryo viloyati,Ko‘kdala tumani,1,1710240,3,47
6991,202810211,PAXTAZOR -1,9997,Qashqadaryo viloyati,Qarshi shahar,3,1710401,3,190
6992,202794271,DOʻSTLIK,9525,Jizzax viloyati,Zarbdor tumani,3,1708220,2,31
6993,202930695,YURTDOSH,6033,Sirdaryo viloyati,Sardoba tumani,1,1724226,8,102
6994,203936156,QOʻSHBAQQOLI,5035,Samarqand viloyati,Samarqand shahar,2,1718401,6,179
6995,202893932,XIKMATLI,6071,Sirdaryo viloyati,Sirdaryo tumani,1,1724231,8,104
6996,306176274,YOSHLAR DIYORI,10191,Qashqadaryo viloyati,Nishon tumani,1,1710235,3,45
6997,200151069,7-IBRAT,8117,Farg‘ona viloyati,Farg‘ona shahar,3,1730401,11,187
6998,202405381,OQARIQ,8147,Farg‘ona viloyati,Farg‘ona shahar,4,1730401,11,187
6999,203505375,GULISTON,3196,Navoiy viloyati,Xatirchi tumani,2,1712251,4,58
7000,206951477,NURAFSHON,2423,Qashqadaryo viloyati,Koson tumani,2,1710229,3,41
7001,202668009,YANGIKENT,2244,Qashqadaryo viloyati,G‘uzor tumani,3,1710207,3,37
7002,202817178,CHULQUVAR,10000,Qashqadaryo viloyati,Qarshi shahar,3,1710401,3,190
7003,203819775,XUROBOD,921,Andijon viloyati,Qo‘rg‘ontepa tumani,2,1703220,0,8
7004,207043324,QASHQABULOQ,1968,Jizzax viloyati,G‘allaorol tumani,2,1708209,2,27
7005,202858239,ROXAT,8886,Toshkent shahri,Bektemir tumani,1,1726264,9,107
