,махаля,region_id,district_id
5107,ОҚАРБУЛОҚ,7,84
5108,ГУЛИСТОН,10,131
5109,ЯНГИ ХАЁТ,5,68
5110,ТОЙМАС,5,68
5111,ТОШҚЎРҒОН,5,68
5112,ДЎСТЛИК,5,68
5113,ҚУЮЛТЕПА,5,62
5114,ҚУРАМА,5,62
5115,КАТТА ОҚТОВЛИҚ,5,62
5116,ТЕГИРМОНБОШИ,5,62
5117,ЙЕТТИҚАШҚА,5,62
5118,БЎСТОН,5,62
5119,УЧУВЧИЛАР,9,113
5120,ЧИМЁН,9,109
5121,СУЛТОНИЯ,9,109
5122,ЯНГИ АВАЙХОН,9,109
5123,АВАЙХОН,9,109
5124,АЛПОМИШ,9,109
5125,ЮЗРАБОТ,9,109
5126,А.ЮГНАКИЙ,9,109
5127,БЕШ-КАПА,9,109
5128,ТРАКТОРСОЗЛАР,9,109
5129,ҲУМОЮН,9,109
5130,ЯНГИКЕНТ,7,92
5131,ХАЛҚОБОД,7,92
5132,ГИЛАМБОБ,7,92
5133,ДЕВАЙРОН,11,141
5134,ЛЕНБУР,11,141
5135,СОҲИБКОР,11,141
5136,ИСТИҚЛОЛ,11,141
5137,ЯНГИАРИҚ,11,141
5138,ҚАЛъА,11,141
5139,САРИБОЗОРЧА ,11,141
5140,ШАРҚОБОД,11,141
5141,ҚИЗИЛҚИЁҚ,11,141
5142,ҲУШЁР,11,141
5143,СЎХ,11,141
5144,МУЛГОН,11,141
5145,МАРҒИЛОН,11,144
5146,ҲОСИЛОТ,11,144
5147,ВОДИЛ,11,144
5148,ЁЙИЛМА,11,144
5149,МЕҲНАТОБОД,11,144
5150,ЮҚОРИ БОҒ,12,199
5151,АЛ-ХОРАЗМИЙ,12,199
5152,ШОДЛИК,12,199
5153,ЖАМБУЛ,12,199
5154,МУСТАҚИЛЛИК,12,199
5155,ГУЛИСТОН,7,89
5156,НАВБАҲОР,12,199
5157,ГУЛЗОР,12,199
5158,ГУЛШАН,12,199
5159,ЖИНГАВУЗ,12,199
5160,БЎСТОН,12,199
5161,ДЎСТЛИК,12,199
5162,БОБУР,12,199
5163,БЕШ МЕРГАН,12,199
5164,АШХАБАД,12,199
5165,ИСТИҚЛОЛ,12,199
5166,ЗИЁКОРЛАР,12,199
5167,ЖАЛОЛАДДИН МАНГУБЕРДИ,12,199
5168,ИСЛОМОБОД,12,199
5169,БАҲОУДДИН НАҚШБАНД,1,191
5170,ХЎЖАМУШКИН,1,191
5171,ЗАРАФШОН,3,42
5172,ЧАРМГАР,3,42
5173,САНАМ,3,42
5174,МУСТАҚИЛЛИК,3,42
5175,КУХСОР,3,42
5176,БЎСТОН,3,42
5177,САРОЙ,3,42
5178,ЯНГИОБОД,3,42
5179,ОБИКАНДА,3,42
5180,АБДУЛЛА ҚОДИРИЙ,9,106
5181,ГУЗАР,9,106
5182,КЎКЧА ОҚТЕПА,9,106
5183,ХОНДАМИР,9,106
5184,ТАҚАЧИ,9,106
5185,ХАЙРАТИЙ,9,106
5186,ТИНЧЛИКОБОД,9,106
5187,БОЙҚЎРҒОН,9,115
5188,ФИДОЙИЛАР,9,115
5189,ЧЎЛПОН,9,115
5190,МАДАНИЯТ,9,113
5191,ОЛТИН ВОДИЙ ,9,113
5192,АСРОБОД,9,113
5193,ИСТИҚЛОЛ,5,67
5194,ДЕҲҚОНОБОД,5,67
5195,БОДОМЗОР,5,67
5196,БАЛИҚ-КЎЛ,5,67
5197,ЯНГИОБОД,5,67
5198,ХАЗРАТИШОХ,5,67
5199,ЗАНГОБОД,5,67
5200,САРОЙ,5,67
5201,ЎТТИЗЗАМБАР,11,137
5202,ЧИМБОЙ,11,137
5203,ДАЛА-Ҳ.ОЛИМЖОН,11,137
5204,ҚУЙИ ЗАРҚАЙНАР,11,137
5205,ЧОРБОҒ,11,137
5206,БОГИШ,11,145
5207,НАВБАХОР,11,145
5208,КИЧИК ТУРК,11,145
5209,АБДУСАМАД,11,145
5210,ОҚЖАР ,11,145
5211,ОҚТЕПА,11,145
5212,МАНҒИТ,11,145
5213,ТЎЛАБОЙ,11,188
5214,ТЕЛИМИНГ,11,145
5215,ХЎЖАЙПОК,7,86
5216,ЗЕВАР,7,86
5217,БАҒРИКЕНГ,7,86
5218,ОБОД ЮРТ,7,86
5219,БАҲОРИСТОН,7,86
5220,ЎРҒУЛСОЙ,7,86
5221,СЕБЗОР,7,93
5222,ХУФАР БОҒИ ОБОД,7,93
5223,ХАЛҚАБОД,7,93
5224,ЖАННАТМАКОН,7,93
5225,36-А.НАВОИЙ,11,188
5226,ЛАҒМОН ОТА,7,89
5227,ПАСТКИ ЯНГИҚЎРҒОН,11,137
5228,ЯНГИ ХАЁТ,11,137
5229,НАВБАХОР,11,137
5230,МАЛАНД,7,93
5231,ЧИЛОНЗОР,7,93
5232,СУБХИДАМ,7,93
5233,САРИОСИЁ,3,42
5234,СУРУМ,3,42
5235,ТОШКЕНТ,3,42
5236,ХОМИД ОЛИМЖОН,3,42
5237,ҚЎШДАРЁ,3,42
5238,ҚОРАБУЛОҚ,3,42
5239,ДЕНОВ,3,42
5240,БИРЛИК,3,42
5241,ОҚ СУВ,3,42
5242,НАВРЎЗ,3,42
5243,ҚУМҚИШЛОҚ,7,90
5244,ҚОРАҚУРСОҚ,7,90
5245,ҚОРАЁҒОЧ,7,90
5246,КУНЧИҚИШ,7,90
5247,АЛИШЕР НАВОИЙ,7,90
5248,БЕШБУЛОҚ,7,90
5249,ГУЛХОВУЗ,7,90
5250,ҒУР-ҒУР,7,90
5251,ДЕХҚОНОБОД,7,90
5252,ЖАРҚЎРҒОН МИНОРАСИ,7,90
5253,АРМУҒОН,9,114
5254,ДИЛБУЛОҚ,9,114
5255,МУҲАНДИСЛАР,9,114
5256,ҚУШБЕГИ,9,114
5257,ТЎҚИМАЧИ,9,114
5258,МУҚИМИЙ НОМЛИ,9,114
5259,БЕЛАРИҚ,9,114
5260,РАКАТБОШИ,9,114
5261,ТЕПА,9,114
5262,АБДУЛЛА ҚАҲҲОР,9,114
5263,НУРМАКОН,9,108
5264,СОБИРОБОД,9,108
5265,ТУРКИСТОН,9,108
5266,МИНГЧИНОР,9,108
5267,БОҒИШАМОЛ,9,108
5268,БЕКТЎПИ,9,117
5269,ҲАЙРАБОД,9,117
5270,ШАРҚ ТОНГИ,9,117
5271,26-СОНЛИ БИРЛИК,10,197
5272,АНЖИРЧИЛАР,12,151
5273,УЧ КЎПРИК,12,151
5274,ОҚ АРИКЛАР,12,151
5275,ШОЛИКОРЛАР,12,151
5276,ҚАШҚАРЛИК,10,132
5277,ҚУРУВЧИ,10,132
5278,ҒИШТКЎПРИК,10,132
5279,ҚОРАСАРОЙ,10,132
5280,ҚИР-АРИҚ,10,132
5281,УЧ САДА,10,132
5282,ҲУВАЙДО,10,132
5283,САҒБОН,10,132
5284,ОЗОДЛИК,10,132
5285,ШАМСИОБОД,10,132
5286,БЕРУНИЙ,10,132
5287,ҚОРАБЎРИК,10,132
5288,КЎКСАРОЙ,10,132
5289,ЧИҒАТОЙ,10,132
5290,ҚУШ ҚЎНДИ,10,132
5291,СУЗОҚОВУЛ,5,62
5292,ТЎДА,5,62
5293,ТЎЛҚИН,5,62
5294,КЕМАБОШИ,5,62
5295,ҚЎРҒОНЧА,5,62
5296,ИСТИҚЛОЛ,5,62
5297,СОЙ БЎЙИ,5,62
5298,МАРҒИЗОР,5,62
5299,УЧТЕПА,5,62
5300,ХЎЖАҚЎРҒОНЧА,5,62
5301,ЧАНГИТМА,5,62
5302,ЯНГИ ФАРҒОНА,5,62
5303,ҚОЗОҚОВУЛ,5,62
5304,НАЙМАНОБОД,5,62
5305,ТУРИҚ,5,67
5306,БЕШКАПА,5,67
5307,БЎЛОН,5,67
5308,ИФТИҲОР,5,67
5309,ТЕНГДОШ,5,67
5310,ЯНГИ ШАҲАР,5,60
5311,БОМРАҲА,5,60
5312,ДЎСТЛИК,5,60
5313,БЎЗЎЛМАС,5,62
5314,ЎЗБЕКИСТОН,5,62
5315,ЯНГИ ТОНГ,5,62
5316,БЎРИТЕПА,5,62
5317,ҚИЗИЛТОВ,5,62
5318,ҚЎШЧЕК,5,62
5319,ҚЎШАРИҚ,5,62
5320,ПОЛВОНКЎЛ,5,62
5321,РОВОТ,5,62
5322,ФАРОВОН,7,86
5323,СУРҲОН СОҲИЛИ,7,90
5324,ДЎСТЛИК,7,90
5325,ПАХТАЗАВОД,7,90
5326,ЭСКИҚИШЛОҚ,7,90
5327,ХАЙИТОБОД,7,90
5328,ЎРИКЛИ,7,90
5329,МЕХНАТОБОД,7,90
5330,МАСЛАХАТТЕПА,7,90
5331,БИРЛИК,5,66
5332,БАҲРИОБОД,5,66
5333,ҚЎҒАЙ ЎЛМАС,5,66
5334,ЖАР,5,60
5335,НАВБАҲОР-1,5,60
5336,НУРАФШОН,5,60
5337,ҚОРАСУВ,5,60
5338,С.ШЕРОЗИЙ,5,60
5339,ОБОДОН,5,60
5340,ОҚТЕПА,7,90
5341,ОБИ ҲАЁТ,7,90
5342,НАМУНА,7,90
5343,ЛОЙҚАНД,7,90
5344,ҚУШТЕПА,7,90
5345,ҚУЛДОВЛИ,7,90
5346,КАМАР,7,90
5347,СОҚЧИ,7,90
5348,НЕФТЧИЛАР,7,90
5349,МУСТАҚИЛЛИК,7,90
5350,ЁШЛИК,7,90
5351,ЯНГИ ҚИШЛОҚ,7,90
5352,УЗУМЗОР,7,90
5353,ПАХТАОБОД,7,90
5354,ЯНГИ АВЛОД,7,91
5355,ЖАЛОИР,7,91
5356,ИМОМТЕПА,7,91
5357,ИСТИҚЛОЛ,7,91
5358,БЕШЁҒОЧ,9,117
5359,КАТТА ҚОЗИРОБОД,9,117
5360,ЧИЛОНЗОР,9,117
5361,КАТТА ЧИЛОНЗОР-1,9,117
5362,3-ЧАРХ КАМОЛОН,9,117
5363,ХАЛҚЛАР ДЎСТЛИГИ,9,117
5364,ҚАТОРТОЛ,9,117
5365,16-СОНЛИ НАВБАҲОР,10,197
5366,15-СОНЛИ АДОЛАТ,10,197
5367,КЎТАРМА,9,117
5368,1 ҚАТОРТОЛ,9,117
5369,КАТТА ДЎМБИРОБОД,9,117
5370,КИЧИК-ХИРМОНТЕПА,9,117
5371,НАҚҚОШЛИК,9,117
5372,БОТИРМА,9,117
5373,ЗАРҚЎРҒОН,9,117
5374,БОҒИ-ЕРАМ,9,108
5375,ЙЎЛАЙРИҚ,9,108
5376,УЧ-ҚАХРАМОН,9,108
5377,ОЙБУЛОҚ,10,119
5378,ЯНГИ ҲАЁТ,10,119
5379,БОҒИШАМОЛ,6,78
5380,БЕКЛАР,6,78
5381,ОЛТИ ҚАХРАМОН,6,78
5382,ТОЗҚУЛТОН,6,78
5383,ЗОРМОН,6,78
5384,БЎСТОН,6,78
5385,АЛ ХОРАЗМИЙ,6,179
5386,ФАРОҒАТ,6,179
5387,БОҒИ-ШИФО,6,179
5388,САИДРИЗО АЛИЗОДА,6,179
5389,КАТТА АРИҚ,6,179
5390,БЕРДАХ,13,164
5391,МИЙНЕТАБАД,13,164
5392,АЛТИъНКЎЛ,13,164
5393,ҚАРАҚАЛПАҚСТАН,13,164
5394,СУШЕНЛИ,13,164
5395,КАЗАХДАРЯ,13,166
5396,АРАЛ,13,166
5397,ГУЛИСТОН,13,160
5398,ШОҚИШЛОҚ,7,93
5399,СЎФИЁН НИХОЛЗОР,7,93
5400,КОНЧИЛАР,7,93
5401,ШИРИН,7,93
5402,МЕХРШАВҚАТ,7,93
5403,БИЛЛУР,7,93
5404,БАРАТҲЎЖА,9,110
5405,ЮКСАЛИШ,9,110
5406,БИЛИМДОН,9,110
5407,ЗИЁНУР,9,110
5408,ИСКАНА,3,42
5409,ГУЛИСТОН,12,158
5410,НАВРЎЗ,12,158
5411,МАНҒИТЛАР,12,158
5412,ШИРИНЛАР,12,158
5413,ХАЙВАТ,12,158
5414,ДЎСТЛИК,12,158
5415,БЎСТОН,3,45
5416,БОҒЗОР,3,50
5417,ШОДЛИК,7,92
5418,РАБОТАК,7,92
5419,НАВБАҲОР,7,86
5420,БИРДАМЛИК,7,86
5421,БАНДИХОН,7,86
5422,НАВРЎЗ,7,86
5423,ОБИКОР,7,86
5424,БЕКТЕПА,7,86
5425,12-НОИБ КЎПРИГИ,11,188
5426,8-ЯНГИ ЧОРСУ,11,188
5427,16-ДЕГРЕЗЛИК,11,188
5428,52-ЯНГИ ОБОД,11,188
5429,31-ИСЛОМОБОД,11,188
5430,39-ОҚ ОЛТИН,11,188
5431,18-СОНЛИ НУР,10,197
5432,19-СОНЛИ ШОДЛИК,10,197
5433,24-СОНЛИ ЁШЛИК,10,197
5434,21-СОНЛИ АМИР ТЕМУР,10,197
5435,22-СОНЛИ БАҲОР,10,197
5436,29-СОНЛИ ЛОЛА,10,197
5437,23-СОНЛИ МАДАНИЯТ,10,197
5438,33-СОНЛИ ТИНЧЛИК,10,197
5439,43-СОНЛИ ҒАЛАБА,10,197
5440,32-СОНЛИ КАМАЛАК,10,197
5441,НОМОЗГОХ,3,193
5442,УЙШИН,12,151
5443,ОҚ-ЁП,12,151
5444,ШОДЛИК,12,151
5445,ТАНДИРЧИ,12,151
5446,ҚИПЧОҚ,12,151
5447,ОҚ-ОЛТИН,12,151
5448,АРБОБЛАР,12,151
5449,ШОХИДОНЛАР,12,151
5450,ЛУТФКОР,7,93
5451,ЯККАСАРОЙ,9,114
5452,ЮНУС РАЖАБИЙ,9,114
5453,ШОҲЖАҲОН,9,114
5454,ИСЛОМОБОД,9,108
5455,КАТТА ҲАСАНБОЙ,9,108
5456,КУЛОЛ-ҚЎРҒОН,9,108
5457,1 ЧАРХ КАМОЛОН,9,117
5458,НАВБАҲОР,9,117
5459,БОҒЗОР,9,117
5460,ОҚ ТЕПА,9,117
5461,ЛУТФИЙ,9,117
5462,ЯККАБОҒ,9,117
5463,2-ҚАТОРТОЛ,9,117
5464,ШАРҚ ҲАҚИҚАТИ,9,108
5465,МИНОР,9,108
5466,ҚАШҚАР,9,108
5467,АДОЛАТ,9,108
5468,НАВҚИРОН,9,183
5469,НУР-ҲАЁТ,9,113
5470,СОКУ,5,65
5471,ГУЛЗОР,5,65
5472,ДАХЯК ОТА,5,65
5473,ДЕҲҚОН,5,65
5474,БЕРУНИЙ,5,65
5475,ОҚТОШ,5,65
5476,ХЎЖАОБОД,5,65
5477,ТОШЛОҚ,5,65
5478,ТЕПАСАРОЙ,5,65
5479,МУБОРАК,5,65
5480,ШИФОКОР,5,65
5481,МЕВАЗОР,5,65
5482,БОҒ,5,65
5483,ПАСТГУЗАР,5,65
5484,ГУЛДИРОВ,5,67
5485,ЗАФАР ДИЁР,5,67
5486,КЕСКАНЁР,5,67
5487,ОБОД ДИЁР,5,67
5488,ТЎПҚАЙРАҒОЧ,5,67
5489,ХЎЖАНҚОН,7,85
5490,ГИЛАМБОБ,7,85
5491,ҚИЗИЛГУЛ,7,89
5492,ХЎЖАХАЛҚИ,7,89
5493,МАДАНИЯТ,2,26
5494,НАВБАҲОР,2,26
5495,ЎСМАТ,2,26
5496,АЛАМЛИ,2,27
5497,ДЎСТЛИК,2,27
5498,МОЛТОБ,2,27
5499,БУЛОҚБОШИ,2,27
5500,ГУЛИСТОН,2,27
5501,ОҚТОШ,2,27
5502,ҚИПЧОҚСУВ,2,27
5503,МАРЖОНБУЛОҚ,2,27
5504,САМАРҚАНД,2,27
5505,ОЛИМЛАР,2,27
5506,МАДАНИЯТ,2,27
5507,ДЖАНГОХ,9,111
5508,ГУЛБОЗОР,9,111
5509,ЎРДА,9,111
5510,КОХ-ОТА,9,111
5511,ОҚЛОН,9,111
5512,АРДАХШОН,11,146
5513,ТЎРҒАЙ,11,146
5514,ЭСКИ,11,146
5515,КАРМАК,11,146
5516,ЎРТА-ҚЎРҒОН,11,146
5517,БЕКОБОД,11,146
5518,ЧИЛГИЖИЙДА,11,146
5519,ШЎР,11,146
5520,БЕШ-ОҒА,11,146
5521,ТАСМАСОЙ,7,89
5522,ЧИМ,7,89
5523,ЧОРГУЛ,7,89
5524,ОХТОМ,7,89
5525,ДУНЁ ТЕПА,7,89
5526,БОҒИ ЕРАМ,7,89
5527,РАСТА,11,138
5528,ТАХТАКЎПРИК,11,138
5529,ТИНЧЛИК,11,138
5530,ДЎСТЛИК,11,138
5531,МАШъАЛ,10,129
5532,10-СОНЛИ ИСТИҚЛОЛ,10,197
5533,3-СОНЛИ В.ХАЙДАРОВ,10,197
5534,9-СОНЛИ БОБУР,10,197
5535,ОҚТОШ ОТА,2,28
5536,МАДАНИЯТ,2,28
5537,ҚОРАЯНТОҚ,2,28
5538,ГУЛЧИЛАР,12,199
5539,МУСТАҚИЛЛИК,10,128
5540,ЖАЛОИР,9,183
5541,ОҚ ОТА,10,129
5542,ЙЎНҒИЧҚОЛИ,10,129
5543,ЯНГИ ТУРМУШ,10,129
5544,ДЎСТЛИК,10,129
5545,ТИНЧЛИК,10,129
5546,ЧАНГТЕПА,10,129
5547,ҚОРАСУВ,10,129
5548,АРАНШИ,10,129
5549,ЯНГИ ЙЎЛ,10,129
5550,ШИРБУДИН,1,191
5551,ШАЙХУЛ ОЛАМ,1,191
5552,СИТОРАИ МОХИ ХОССА,1,191
5553,ҚИЗИЛЧОЛИ,13,159
5554,ЧОРДАРА,13,159
5555,БИРЛЕШИК,13,173
5556,ХЎЖАОБОД,6,77
5557,ЯНГИ СЕБЗОР,9,112
5558,ХОНЧОРБОГ,9,112
5559,ҲОФИЗ КЎХАКИЙ,9,112
5560,ЗИЁ,9,112
5561,УНИВЕРСИТЕТ,9,112
5562,ҲИСЛАТ,9,112
5563,ЧИҒАТОЙ ОҚТЕПА,9,112
5564,ЖИЙДАЛИ,9,112
5565,ОРЗУ,9,112
5566,МИРЗО ҒОЛИБ,9,112
5567,БОҒИЧИНОР,9,106
5568,ШАРҚ ЮЛДУЗИ,9,106
5569,ЖУРЖОНИЙ,9,106
5570,ГЎЗАЛ,9,115
5571,ТОНГ,9,115
5572,ВАТАНДОШ,9,115
5573,АЛ-БУХОРИЙ,9,115
5574,ШОҲИМАРДОН,9,115
5575,ТЎЙТЕПА,9,115
5576,БАРКАМОЛ,9,115
5577,ҚАДРИЯТ,9,115
5578,АЛИМКЕНТ,9,115
5579,ДЎСТОБОД,9,115
5580,ГУЗАРБОШИ,9,112
5581,ЭСКИ ШАҲАР,9,112
5582,ДЕҲҚОНТЎДА,11,137
5583,ШОБЕРДИ,11,137
5584,ЯНГИ,11,137
5585,ГАМБАЙ,11,137
5586,ВАТАН,11,137
5587,ШОДЛИКОБОД,11,137
5588,БАХМАЛ,11,137
5589,ИБН СИНО,7,89
5590,СЕБЗОР,7,89
5591,ИСТИҚЛОЛ ЮЛДУЗИ,7,89
5592,ОБОДОН,7,89
5593,НУРЛИ МАНЗИЛ,7,89
5594,ВОДИЙ,7,89
5595,БУЮК ЗАМИН,7,89
5596,ҚИЗИЛЖАР,7,89
5597,ЯНГИОБОД,7,89
5598,МИНОРА,7,89
5599,ЛЎПОН,7,89
5600,ШОДИЁНА,6,179
5601,МИНГЧИНОР,5,178
5602,ОРОМГОҲ,5,67
5603,ПАХЛАВОН,7,95
5604,АЛИШЕРОБОД,9,109
5605,ЧИНГЕЛДИ,9,109
5606,НОВЗА,9,117
5607,ЎРИКЗОР,7,89
5608,ГУЛИСТОН,1,21
5609,ҒАРМАҚЎРҒОН,7,97
5610,ЧЎҚҚАЙМА,10,127
5611,ҲАЙДАРОБОД,11,143
5612,ТЕМИР ЖОЛ ГУЗАРИ,13,172
5613,ЯНГИ ТУРМУШ,1,19
5614,ИФТИХОР,8,99
5615,БЕШЧИНОР,9,117
5616,КИМ ПЕН ХВА,10,129
5617,ЙЕР МАСЖИД,5,64
5618,ҚЎҚОН ҚИШЛОҚ,0,12
5619,ЕЛАТАН,5,61
5620,ЎЗБЕКИСТОН,10,176
5621,АРАБЛАР,12,151
5622,ЎЗБЕК,11,138
5623,ТИКЛАНИШ,3,193
5624,ПАСТКИ СУЛОҚЛИ,2,28
5625,БОҒЧА ОВУЛ,10,121
5626,ГУЛОБОД,5,180
5627,МУСТАҚИЛЛИКНИНГ БЕШ ЙИЛЛИГИ,5,178
5628,НАВБАХОР,5,180
5629,З.М.БОБУР,0,8
5630,МУСТАҚИЛЛИК,0,8
5631,ИТТИФОҚ,0,5
5632,ЯШНОБОД,13,170
5633,НУРАТА,13,170
5634,ИСБИЛЕРМЕНЛЕР АЙМАҒИ,13,186
5635,ТЎРТ ДЕВОР,13,194
5636,БУРГУТҚАЛъА,13,194
5637,БАЗИРГАН,13,170
5638,ШАДЛИ АШИЛ,13,186
5639,БАҲОР,13,170
5640,ЯНГИ ҲАЁТ,13,170
5641,ЯККАТОЛ,13,170
5642,БАРҲАЁТ,13,194
5643,ИНОҚЛИК,8,101
5644,УЗУНБУЛОҚ,2,27
5645,ЯШНАОБОД,2,27
5646,НАХРОЧ,2,27
5647,ЎЗБЕКИСТОН,2,27
5648,ҚАНГЛИ,2,27
5649,НУРАФШОН,2,27
5650,ҚАЛҚОН,9,115
5651,ВАТАНПАРВАР,2,26
5652,ЯНГИ ҲАЁТ,10,132
5653,ЎРИКЗОР ,10,132
5654,САРÍ АЛТÍН АШÍЛ,13,165
5655,БОҒИБЎСТОН,11,139
5656,АНХОР БЎЙИ,11,139
5657,НИХОЛ,11,139
5658,НУРЛÍ БОСТАН,13,186
5659,ГУЛПОРА,5,182
5660,БЕШСАРИ,11,137
5661,ПАСТКИ ВАЛИК,11,189
5662,БОҒИШАМОЛ,3,45
5663,ЧАМАН,3,45
5664,ТЎХТА РОЗИҚОВ,6,76
5665,34-ДЎСТЛИК,11,187
5666,ЖАНАБАЗАР,13,163
5667,ЮНУСОБОД,9,108
5668,БЕКОБОД,9,106
5669,ЖАРБУЛОҚ,9,106
5670,АЙРИОТА,10,132
5671,ҲАСАНБОЙ,10,132
5672,УЗУНБУЛОҚ,2,26
5673,МАНАС,2,29
5674,УМИД,10,131
5675,ОБИ-ҲАЁТ,12,199
5676,ИЛҒОР,6,179
5677,БОҒИШАМОЛ,6,179
5678,ТИНЧЛИК,11,144
5679,ЯНГИ ЙЎЛ,11,144
5680,МИНГ ТУТ,6,179
5681,ЖАРМА,4,55
5682,ГУЛОБОД,0,1
5683,ОРОЛ,0,1
5684,ТОЛМОЗОР,0,1
5685,ШОРЖАП,13,172
5686,БАЙТИШ,10,131
5687,КАТТАПОЛВОН,0,5
5688,ШАРҚ,6,179
5689,НАВОИЙ,4,204
5690,А.БУТАЙЕВ,7,84
5691,ЎРМОНЧИ,7,95
5692,ЯНГИ АРИҚ,11,134
5693,ҚЎРҒОНЧА,10,118
5694,ЖИНЖАКТЕПА,7,90
5695,АЛЛАНИЯЗ ҚАҲАРМАН,13,186
5696,ИСОРИ ЎРОҚЛИ,6,71
5697,ТУРКМАН,2,30
5698,ҚАНГЛИ,12,149
5699,ТУРКИСТОН,10,129
5700,ТУПРОҚҚАЛъА,13,194
5701,ДАРЁ БЎЙИ,13,159
5702,ОҚ ТЕПА,10,127
5703,ЖАСÍЛ БАǴ,13,186
5704,МАРТ,0,1
5705,ЖЎЛАНГАР,8,99
5706,НАВРЎЗ,5,66
5707,ЯНГИ АРҒИН,10,126
5708,НУРЛИ ДИЁР,7,94
5709,ИСТИҚЛОЛ,0,1
5710,МИРОБОД,0,1
5711,ТОШКЕНТ,5,64
5712,А.БЕРУНИЙ,5,178
5713,ХЎЖА - УЧҚУН,9,183
5714,БОҒ,13,159
5715,СУВТИ,10,128
5716,ЧАМБИЛ,3,48
5717,ЮҚОРИ БЕШКЕНТ,3,40
5718,МАШъАЛ,3,41
5719,ВАКИЛЛАР,12,157
5720,ХЎЖАЛАР ,12,157
5721,АРБОБЛАР,12,157
5722,НОНИСАНГИЛ,2,28
5723,ИБН СИНО,3,39
5724,ҲУНАРМАНД,12,148
5725,ОЛМАЧИ,2,28
5726,ОРОМ,5,63
5727,ТИЛЛОКАМАР,7,87
5728,ХАЙИРЛИ,5,67
5729,ДИЛДОШ,5,67
5730,КУМЁП,12,155
5731,ЧАҚАР,6,179
5732,ШЎРБОЗОР,3,47
5733,ОҚТЕПА,10,128
5734,ЗУМ,3,47
5735,ГЕС ҚОДИРИЯ,10,126
5736,ДУСТЛИК,3,47
5737,НАШРИЗ,13,173
5738,ДАШТ,5,64
5739,ЯНГИ ҚИШЛОҚ,3,43
5740,НУРАФШОН,3,50
5741,ЧИМБОЙЛИҚ,10,121
5742,ҚОРОВУЛ,12,150
5743,ХОНЧОРБОГ,6,78
5744,ТЎХТАСИН АҲМЕДОВ,11,140
5745,ДЎНГҚЎРҒОН,10,128
5746,РАВНАҚ,5,61
5747,ҚЎРҒОНЧА,5,61
5748,БЕРУНИЙ,8,99
5749,ЮҚОРИ ҒИРВОН,5,180
5750,ТАЛИШБЕ,3,46
5751,ЎЗБЕКИСТОН,3,39
5752,ОППОҚ,10,181
5753,ОБОД,10,127
5754,БОҒБОН,10,127
5755,МАДАНИЯТ,12,148
5756,МУСТАҚИЛЛИК,9,112
5757,ЯККАТОЛ,0,2
5758,ОЛТИНСОЙ,0,8
5759,ҚОРОВУЛТЕПА,6,78
5760,ОҚ ОЛТИН,6,78
5761,ОВЧИ,7,84
5762,ҲУНАРМАНДЛАР,7,87
5763,АНОРЗОР,7,93
5764,НИЛУ,7,93
5765,ҲУСАЙН БОЙҚАРО,9,107
5766,АМИР ТЕМУР,10,124
5767,БОДОМЗОР,5,63
5768,УМИД,5,180
5769,БУЮК ТУРОН,0,8
5770,БОШДАРХОН,6,70
5771,ЗАРАФШОН,6,70
5772,БЕКОБОД,5,64
5773,ЯККА ТОЛ,7,88
5774,МУСТАҚИЛЛИК,7,95
5775,МИРШОДИ,7,84
5776,ЗАБАРДАСТ,9,107
5777,НУРЛИЙЎЛ,9,107
5778,УСТОЗЛАР,9,107
5779,КЕНГМАКОН,9,113
5780,ДУҒОБ,7,95
5781,НУРЛИ КЕЛАЖАК,7,95
5782,ХУВАЙДО,9,111
5783,ҚИПЧОҚ,0,0
5784,ИНТИЛИШ,8,104
5785,ДЎСТЛИК,10,198
5786,ЯНГИБОҒ,9,108
5787,ШОН-ШУҲРАТ,9,112
5788,АСИЛ,10,124
5789,ҚАХРАМОН,10,124
5790,6-СОЙ БЎЙИ,11,187
5791,УЗУН,11,137
5792,ЯНГИ ЖЕЙНОВ,3,43
5793,ҚЎРҒОНЧА,11,147
5794,НАВОБОД,11,141
5795,ЗАРАФШОН,6,175
5796,40-НУРАФШОН,11,188
5797,ЎРТА ХЎЖАСАХАТ,6,179
5798,ЎЗБЕКИСТОН,13,170
5799,ҚИПЧОҚ ШФЙ,13,159
5800,ЁНБОШҚАЛъА,13,170
5801,ҚОРАКЎЛ,11,135
5802,ПАХТАОБОД,13,170
5803,ЭСКИ ШАҲАР,7,192
5804,ИСТИҚЛОЛ,4,55
5805,АЙРОНЧИ,3,41
5806,ҚОРАҚУМ,11,138
5807,ҚОЗОҚҚАЛъА,12,156
5808,ЖАМИЯТ,1,23
5809,НАЙМАН,6,80
5810,ХАҚИҚАТ,0,195
5811,АҲИЛОБОД,9,108
5812,БОҒИБЎСТОН,9,108
5813,САЙЁД,2,35
5814,ТОШМАЧИТ,1,191
5815,БОРДОН,11,135
5816,НУРЛИҲАЁТ,12,148
5817,ЖОБУ,7,84
5818,ДЎСТЛИК,2,35
5819,МУСТАҚИЛЛИК,6,70
5820,МЕҲНАТ,7,95
5821,ГАЛАБЕК,4,58
5822,КИЧИК КИЛДОН,6,71
5823,50-МУСТАҚИЛЛИК,11,188
5824,УВАЙСИЙ,10,176
5825,ҚУМ ЁП,13,159
5826,ҚУМЧУҚ,6,77
5827,ХАЗОРА,6,179
